topic,speech_id,party,speaker_party,sentiment,speech_date,prob,speech
0,ParlaMint-UA_2022-05-03-m0.u27,фБПП.фЄС.фУДАР,фЄС,0.92138671875,2022-05-03,0.08900292962789536,"Шановні колеги, очевидно, ми закликаємо всіх інших також підтримати ратифікацію цієї угоди і розуміємо, що вона дає нашим науковцям, нашим освітянам долучатися до великої кількості нових європейських проектів. І це має стати підґрунтям для того, щоб ми не лише отримали кандидатський статус, а має стати підґрунтям для того, щоб ми далі рухалися реально в трансформації країни, в тому числі і в освітній сфері, для того, щоб стати повноцінним членом Європейського Союзу. І я щиро сподіваюся, що всі ті люди, які будуть залучені до реалізації цього проекту, цих проектів, цих програм, вони гордо і гідно піднімуть прапор тої свободи, тих справжніх цінностей, тої демократії, за які сьогодні стоять наші Збройні Сили і довкола яких сьогодні об'єдналося реальне українське суспільство. Адже ми сьогодні з вами воюємо саме за демократичний світ, за те, щоб ми, називаючись гордо європейцями, також доводили щодня, що ми стоїмо на засадах прав людини, свободи слова, верховенства права і інших свобод і цінностей, які так важливі для країн, що прагнуть в Європейський Союз, і для країн, які будуть складати, і Україна в тому числі, кістяк Європейського Союзу. Дуже дякую."
0,ParlaMint-UA_2016-11-15-m0.u40,фБПП.фЄС.фУДАР,фБПП,0.900390625,2016-11-15,0.9884446263313293,"Дякую. пане Голово. Шановні колеги, я би хотіла почати представлення звернення із головної думки авторів: ""Україна завжди була, є і буде надійним партнером всіх європейських держав у галузі енергетики та забезпеченні безпеки постачання енергоресурсів. Україна послідовно виконує взяті на себе зобов'язання у реформах енергетичного сектору України. І відповідно очікує посилення партнерських відносин та ще більшої інтеграції з партнерами із ЄС"". Заяву, яку ми сьогодні обговорюємо підписало 26 народних депутатів, вони є представниками всіх фракцій, включаючи їх лідерів. Це фракції БПП, ""Народного фронту"", ""Самопомочі"", РПЛ та ""Батьківщини"", а також позафракційні депутати. Ми всі та, сподіваюся, кожен із вас, хто сьогодні натисне кнопку ""так"", ми консолідовано виступаємо, перш за все, за українські національні інтереси. Але, разом з тим, ми аналізуємо і ситуації в Європі, і ми даємо собі відповідальне ставлення саме до європейських інтересів у довгостроковій перспективі, а тому пропонуємо і рішення виходу із ситуації. Всі незалежні експерти як один сьогодні визнають Україну найоптимальнішим географічним, а відтак і економічним шляхом для транзиту газу в європейські країни. Разом з тим, країна-агресор знаходить все нові і нові способи використати надумані приводи для зародження сумнівів у нашій надійності і послаблення нашої транзитної позиції. Фактично це ще одна політична зброя проти України. Ми висловлюємо глибоку стурбованість у зв'язку з намірами щодо будівництва транзитних газопроводів в обхід України та, вважаємо, що вони суперечать стратегії енергетичної безпеки ЄС, яка полягає у диверсифікації джерел та маршрутів енергопостачання. Не відповідає."
0,ParlaMint-UA_2021-10-08-m0.u117,фБПП.фЄС.фУДАР,фЄС,0.8701171875,2021-10-08,0.4480067491531372,"Добрий день, шановні колеги, шановний пане Голово! Євроінтеграційний вибір нашої країни, він зазначений не тільки в нашій Конституції, він визначений і освячений подіями Революції Гідності, це те, що справді об'єднує українців. І я переконана, що це те, що нас об'єднує як людей, які хочуть жити в демократичній, безпечній, цивілізованій, заможній європейській державі. Про це свідчить те, що громадяни нашої країни сьогодні показують велику підтримку членства України в Європейському Союзі. І власне кажучи, ця заява, яку ми пропонуємо із співавторами сьогодні підтримати, вона підписана практично представниками всіх, майже всіх парламентських партій. І це надзвичайно важливо, тому що наш політичний з вами консенсус і політичний консенсус суспільства може допомогти нам досягти спільної мети. І ми маємо при цьому поставити за дужки усі наші протиріччя під час реалізації євроінтеграційного курсу. І принципово, щоб ми доносили нашу єдність нашим іноземним партнерам. Але одночасно ми маємо з вами розуміти, що для того, щоб доносити цю позицію про євроінтеграцію, ми маємо зробити ідеально нашу домашню роботу і маємо переконати світ, що ми реально тут не готові дати руйнувати демократію, не готові дати руйнувати парламентаризм, а ми реально хочемо будувати європейську державу. І ми маємо відмовитися від зверхності і пихатості, і нахабства в нашій міжнародній політиці заради того, щоби мати повагу і підтримку в наших партнерів. Тому я сподіваюся, що ми зараз, спільно проголосувавши за цю заяву, ми змінимо свій тон і почнемо реально працювати над виконанням Угоди про асоціацію і євроінтеграційного порядку денного. В єдності наша сила! Дякую."
0,ParlaMint-UA_2020-12-01-m0.u102,фБПП.фЄС.фУДАР,фЄС,-1.0,2020-12-01,0.29956531524658203,"Шановні колеги, внаслідок російської агресії на Донбасі, війни, яка триває більше 6 років, дійсно, сьогодні Україна входить до п'ятірки найбільш замінованих країн світу після Афганістану, Сирії, Лаосу. За ці роки загинуло від мін 128 дітей. Вибачте, 128 дітей було поранено і 35 дітей загинуло. І, очевидно, що ця цифра не є досконалою, не є точною, тому що, доки залишається окупованою велика частина Донбасу, ми не знаємо про повні злочини Російської Федерації і повністю контрольованих нею бойовиків там. Власне, найстрашніше, що Російська Федерація використовує на Донбасі міни протипіхотні, які заборонені Оттавською конвенцією. І після звільнення 70 відсотків захопленої Російською Федерацією території нашою армією наші військові, наша Служба безпеки знаходили там цей беззаперечний доказ злочинів Російської Федерації – це саме міни протипіхотні, заборонені Оттавською конвенцією. Очевидно, що ми будемо голосувати за законопроект, який сьогодні розглядаємо. Очевидно, що ми маємо не тільки виплати збільшити дітям, які постраждали від мін, але і посилювати виконання Закону про гуманітарне розмінування, посилювати нашу співпрацю з партнерами по блоку НАТО, по Європейському Союзу для того, щоб наші сапери могли більш фахово працювати. Але, власне, давайте не забувати і про те, що, на жаль, за останні півтора роки президенства Зеленського не було звільнено жодного метру української землі. Навпаки, відбувається відступ української армії на інші позиції, а кожен метр землі, яка опиняється в ""сірій"" зоні, диверсійні групи мінують і мінують. І, власне, це є небезпекою для більше ніж 200 тисяч дітей, які сьогодні проживають в зоні поблизу лінії зіткнення."
0,ParlaMint-UA_2013-06-04-m1.u9,фБПП.фЄС.фУДАР,фУДАР,-1.0,2013-06-04,0.3532494306564331,"Шановний колего, сьогодні Європейський Союз вустами європейства. представництва Європейської комісії у Києві висловив свою стурбованість зволіканням з виборами в Києві і тим, що ці зволікання виборів міського голови і Київради є серйозною такою припоною інтеграції України до Європейського Союзу. Чи не здається вам, що парламент, зволікаючи з тим, щоб призначити ці вибори. Насправді, буде нести відповідальність за можливий провал саміту у Вільнюсі і провал з євроінтеграційними прагненнями України."
0,ParlaMint-UA_2022-08-15-m0.u131,фБПП.фЄС.фУДАР,фЄС,-1.0,2022-08-15,0.3539004325866699,"Шановний головуючий, шановні колеги! Нас усіх, і владу, і опозицію, об'єднує єдина біда і спільний ворог. Тому що російські загарбники, окупанти жорстко тероризують наші мирні міста і села, і цілком очевидно, що причина припинити політичні чвари та внутрішні війни на часі. Адже кати і ґвалтівники в Бучі, Тростянці, Ірпені, Маріуполі, в інших містах вони не запитували про політичну приналежність, про політичні погляди, вбиваючи наших дітей і людей. Їм була навіть байдуже мова спілкування. Тому з першого дня повномасштабної агресії, про яку ми попереджали, закликаємо і закликали до єдності влади і опозиції. І просимо це робити не тільки на словах, але й на діях. Тисячі наших партійців вони воюють в лавах ЗСУ, волонтерять в ТрО. І ми допомагаємо з 2014 року. І сума допомоги, яку ми, як мільйони українців так само, перерахували на потреби ЗСУ, вона співставна з допомогою однієї з країн НАТО, адже мова йде про мільйони євро. Ми цим всім пишаємося, ми дякуємо всім громадянам України, які підтримують допомогу армії. Останній приклад – це 350 дронів, які стануть очами армії, і 11 броньованих машин Shield для десантників. Але навіщо намагатися дискредитувати таку діяльність і її знецінювати? Принижує мільйони дійсно українців. І ми просимо не принижувати ані Госпітальєрів, ані Справи громад, ані інші волонтерські організації, які це роблять. Ми працюємо так само і на дипломатичному фронті, аби наблизити Україну до членства в ЄС і НАТО і спільної нашої, спільної перемоги над ордою. Тому ми просимо припинити як цькування Яни Зінкевич, нашого лідера, так і хейтинг, переслідування інших волонтерів, а я зараз говорю і про Юлію Кузьменко, і про Рифа, і про Яну Дугарь, тому що це все зараз не на часі. Я закликаю колег, які представляють владу, припинити провокувати внутрішні протистояння."
0,ParlaMint-UA_2018-04-18-m0.u65,фОПЗЖ.фОпоблок.фПР,фОпоблок,0.75244140625,2018-04-18,0.08764082193374634,"Шановна головуюча, шановний міністр, шановні колеги! ""Опозиційний блок"" буде підтримувати ратифікацію даної конвенції. Ми вважаємо, що надзвичайно важливо нам діяти і ухвалювати рішення, які відповідають загальноєвропейським і світовим найкращим традиціям, і тенденціям по забезпеченню безпеки стадіонів, глядачів. Ну, і, власне, щоб кожен матч у нас відбувався на найвищому рівні, і ми запрошували, і проводили в Україні все нові і нові змагання найвищого рівня. Разом з тим, я хотів би ще раз звернути увагу, що дана конвенція має нові вимоги і ставить нові вимоги перед українською владою, перед урядом і компетентними органами. Зокрема, вона встановлює, крім діючої сертифікації, ще так зване ліцензування. Що це за ліцензування? Які вимоги до нього? На жаль, у виступах як міністра, так і голови комітету, ми не почули. Разом з тим, я хочу звернути увагу, що Республіка Польща, яка ратифіковувала цю конвенцію і була, до речі, нашим партнером по проведенню ""Євро 2012"", і стадіони в нас паралельно будувалися, вона ухвалила рішення і не погодилась на пункт 2 статті 5 даної конвенції, де, зокрема, визначаються оці нові вимоги до безпеки, ліцензування і атестації кожного стадіону. Я би дуже просив і міністерство, і профільні комітети вивчити причини, чому Польща на це не погодилась. Я не виключаю, що ті самі причини є і в Україні. Але в силу того, що ми тут, як завжди, під ура-патріотизмом і якимись змаганнями намагаємося провести документ, ми глибоко не вивчаємо проблематику і можемо, ратифікувавши цю конвенцію, взяти на себе ті зобов'язання і вимоги до українських стадіонів, які не зможемо виконати. Знаючи, як працює український уряд, дуже повільно і непрофесійно, ми можемо поставити під небезпеку, ратифікувавши цю конвенцію, зокрема і проведення фіналу Ліги чемпіонів, бо нові вимоги вже з'являться до стадіону, про які ми, на жаль, сьогодні не почули, а, відповідно, влада не знає. Тому ""Опозиційний блок"", звичайно, підтримує цю новацію. Разом з тим ми просимо дуже серйозно міністерство і уряд поставитись до нових вимог, які ставить дана конвенція перед українською державою. Дякую."
0,ParlaMint-UA_2019-02-05-m0.u17,фОПЗЖ.фОпоблок.фПР,фОпоблок,0.58740234375,2019-02-05,0.4090445637702942,"Народний депутат Скорик, ""Опозиційна платформа – За життя"". Шановна пані головуюча, шановні колеги, шановні громадяни України! На початку нової сесії, передостанньої сесії цього скликання, хотілось би сказати наступне. Дійсно, я згоден з керівниками і уряду, і парламенту в тому, що 2019 рік дуже важливий для нашої держави, переломний рік для нашої держави. Переломність його полягає в тому, що ми маємо за підсумками цього року отримати і нового Президента і новий парламент, що дійсно дасть можливість країні повернутися на шлях миру, розвитку і стабільності. Натомість ми бачимо абсолютно ігри в вибори в залі Верховної Ради. Ми бачимо намагання відволікти увагу суспільства, відволікти увагу українського народу від реальних проблем нашої держави. І те, що зараз на цьому тижні буде намагатися влада проголосувати конституційні зміни щодо вступу в ЄС і вступу в НАТО – це абсолютне відволікання, ще раз кажу, від реальних проблем держави. Жодна країна, яка свого часу вступала в ЄС і вступала в НАТО, не записувала такі речі в конституції. ЄС і НАТО – це абсолютно різні організації і ми розуміємо, що до них потрібно відноситися абсолютно по різному. Якщо ЄС чітко сказала про те, що на сьогоднішній день нас там не чекають, і ми бачимо досить серйозні проблеми в Європейському Союзі завдякиBrexitі іншим процесам, ми бачимо проблеми в наших взаємовідносинах з точки зору умов, які ми маємо з зоною вільної торгівлі між Україною та ЄС, ці проблеми потрібно вирішувати, а не записувати декларативні записи в Конституцію. Що стосується НАТО, то наша політична сила ""Опозиційна платформа - За життя"" вважає, що це потрібно робити виключно на основі народної точки зору. Треба спитати у народу, зробити референдум з цього приводу, в тому числі всі території, які на сьогоднішній день, на жаль, і не контролюються нашою державою. Що потрібно робити в реальності? В реальності нам потрібно повертати мир в державу, тому що жоден вступ, в тому числі і до НАТО, неможливий в країні, яка має військові конфлікти і територіальні спори. І потрібно вирішувати проблеми з тарифами та бідністю. Народний депутат Бойко як лідер ""Опозиційної платформи – За життя"" з групою народних депутатів від ""Опозиційної платформи – За життя"" (Королевською,Рабіновичем) зареєстрували законопроект 9527, яким передбачається списання заборгованості за комунальними платежами. На сьогоднішній день сумарна заборгованість за комунальними платежами в державі наближується до 50 мільярдів. Ми розуміємо. І виросла вона майже на 30 мільярдів за рік. Ми розуміємо, що громадяни не в змозі."
0,ParlaMint-UA_2019-06-21-m0.u101,фОПЗЖ.фОпоблок.фПР,фОпоблок,0.57958984375,2019-06-21,0.16492579877376556,"Шановні народні депутати України, шановні громадяни України, Михайло Папієв, ""Опозиційна платформа – За життя"". Рішення Конституційного Суду чітко і ясно визначило, що Указ Президента України про розпуск Верховної Ради України і призначення позачергових виборів є конституційним. Саме тому я вітаю українських громадян, громадян України з тим, що відбудуться вибори, на яких вже можна очікувати, що діючій владі покажуть пальцем на двері, прийдуть ті народні депутати України, які користуються довірою людей, яким відповідно до статті 5 Конституції України український, народ України як єдине джерело влади в Україні надасть свої повноваження. І будуть тут представники українського народу, які, я переконаний в тому, що вони будуть більше піклуватися за людей ніж той склад Верховної Ради, який сьогодні є. І можна очікувати, виходячи з тенденцій, що 70 відсотків народних депутатів України – це будуть нові народні депутати України, які, думаю, що внесуть позитивний внесок в розвиток нашої держави. Але що лишає діюча Верховна Рада України, що лишає своїм наступникам? Регламенту Верховної Ради України немає, тобто такого, який відповідав би Конституції України. На сьогодні реформа, якою опікувалася комісія Пета Кокса Європейського Союзу за гроші платників податків Європи, паном Парубієм провалена. І треба буде ще спитати, куди поділися ці гроші. Ми не прийняли Закон України по розподілу комітетів Верховної Ради, принцип д'Ондта. Фактично керівництво Верховної Ради України саботує початок роботи нового складу Верховної Ради України. І замість того, щоби зараз прийняти законопроект 5122, це нова редакція Регламенту Верховної Ради України, замість того, щоби прийняти закони України, які стосуються коаліції, і врегулювати ці питання, і опозиції, розглядають Виборчий кодекс, який не буде розглянуто до виборів. Іде саботаж. Я нагадую всім, лишилося 8 пленарних днів роботи Верховної Ради України. І це вже питання моралі і совісті. От якраз саме небезпечний час, коли іде оце, проходить безвладдя. Ви ж дивіться, під час отакого переходу влади від однієї формації до іншої, хочуть вже вкрасти газотранспортну систему, і ми можемо залишитись з тим, що якраз в новому складі Верховної Ради України діюча влада разом з керівництвом НАК ""Нафтогаз України"" хочуть вкрасти нафтогазову систему України, вартість якої більше 100 мільярдів євро. Зараз навіть у Верховній Раді України хочуть столову вкрасти. Я не кажу про ті події, які відбуваються в Національному банку."
0,ParlaMint-UA_2018-03-14-m0.u3,фОПЗЖ.фОпоблок.фПР,фОпоблок,-1.0,2018-03-14,0.22698844969272614,"Шановний український народе! Перший день цього пленарного тижня показав, що розпочалася виборча кампанія. Розпочалася з маніпуляцій, розпочалася не з заяв провладних фракцій про розвиток промисловості, про пенсії, про заробітні плати, а знову нам відвертають увагу. Так ""БПП"" гордо відрапортувало про те, що Україна нібито отримала статус чи то абітурієнта, чи то аспіранта НАТО. По-перше, це неправда. Україна не отримувала ніякого особливого статусу від НАТО, та не існує в НАТО такого статусу -""аспірант"". Ми маємо справу з черговим пустопорожнім піаром влади, яка вже розпочала передвиборчу кампанію. Але оскільки не може пред'явити ніяких реальних досягнень, намагається нагодувати український народ казками. ""Народний фронт"", намагаючись привернути до себе увагу невеликого прошарку радикально настроєних виборців, наполягає на прийнятті мовного, так званого мовного закону про тотальну українізацію. Закону, в якому вони хочуть ввести навіть мовну інспекцію. Приводжу приклад. Якщо няня в дитячому будинку щось скаже комусь з батьків іншою мовою – російською, угорською, румунською – то мовний інспектор, такий собі ""стукач"", повинен це підслухати, і вона за це отримає штраф, а, можливо, і більш серйозне покарання, аж до посадки у тюрму. Ми живемо в Україні. Україна – це багатонаціональна, багатоконфесійна, багатомовна держава. І для мене, і для всіх нас, для ""Опозиційного блоку"", українець кожен – той, хто пов'язує своє майбутнє і майбутнє своєї родини з нашою державою, хто готовий виконувати її закони, хто готовий виконувати. хто готовий працювати на її нормальне майбутнє. А побудова держави, такої націоналістичної держави, причому націоналізму зразка першої половини ХХ сторіччя, - це не Європа, про яку ви кажете у кожному своєму виступі. Сьогодні, як завжди, порожній порядок денний. Ми вимагаємо поставити в порядок денний більш важливі закони. Перше. Це приблизити, для того, щоб було голосування, нашу Постанову про захист і посилення соціального захисту внутрішньо переміщених осіб. Це питання пов'язане з виплатою пенсій для людей, які потерпають і живуть на неконтрольованих нами територіях. Це перше. Друге. Ми подали законопроект, який зніме проблему поховання людей, яка виникла з 15 березня через недолугі закони, без рішення суду. Сьогодні вже 14."
