topic,speech_id,party,sentiment,speech_date,prob,speech
0,ParlaMint-GB_2015-02-04-commons.u137,CON,1.0,2015-02-04,0.17095161974430084,"First, let me join my hon. Friend in paying tribute to the orange army that did such a fantastic job at Dawlish in getting that line back on track in such a short time. As she knows, we have also committed a further £30 million towards resilience and protection this year, but, more importantly, we are working with the South West Peninsula rail task force to bring together all the strategic and local transport schemes. I am absolutely determined that the south-west will have strong connections—road, rail and air—with the rest of the country, and those connections are absolutely vital to our long-term plan."
0,ParlaMint-GB_2018-03-20-commons.u105,CON,1.0,2018-03-20,0.027385089546442032,"First, I pay tribute to my hon. Friend for the sterling work he does as co-chair of the all-party group on dementia. He is absolutely right to say that Admiral Nurses do fantastic work in many parts of the country, helping people with dementia to maintain their independence, and improve their quality of life and that of their families. I very much support all the fundraising activities going on in his local area."
0,ParlaMint-GB_2020-03-24-commons.u95,CON,1.0,2020-03-24,0.3833101987838745,"T5. I welcome my right hon. Friend’s world-leading package of support to businesses. There are many charities and community care providers in West Bromwich East, including Sandwell Community Caring Trust, which are all working extremely hard to protect the vulnerable. I thank them, and all the teachers and frontline staff in my constituency. Will he confirm that all charities that pay through PAYE will be eligible for the scheme and relief package?"
0,ParlaMint-GB_2015-11-25-commons.u143,CON,-0.9921875,2015-11-25,0.9925567507743835,"So the shadow Chancellor literally stood at the Dispatch Box and read out from Mao’s little red book. And look—it’s his own personal signed copy. The problem is that half the shadow Cabinet have been sent off for re-education. People treat this Labour leadership as a joke, but they are actually a deadly threat to the economic and national security of this country The hon. Gentleman comes here to complain that the deficit and the debt are too high, yet he wants to increase the deficit and the debt and to borrow forever. The problem is that he would borrow in the good times, because he says the country can afford it, and borrow in the bad times because the country could not afford not to. He would always be borrowing money. And how would he be able to afford it? He could afford it because, as he says, his policy “can readily be funded...through printing money” He has said that he would end the Bank of England’s control over interest rates, and he calls it the “people’s quantitative easing”. That is called deficit financing, and it has only been tried in Weimar Germany and Zimbabwe. It would lead to the economic ruin of this country. The Labour leadership’s chief adviser on the economy has said that it would cause a sterling crisis, but that the “sterling crisis would pass very quickly” The shadow Chancellor talks about our support for business and defence industries, but he is a threat to the free market of this country. He wants literally to take control of the commanding heights of the economy. His manifesto is all about nationalising industries. He wants to nationalise the whole banking system of this country—as if the last Labour Government did not do a good enough job by nationalising half of it The hon. Gentleman gave a speech at the weekend in which he described his policies as “socialism with an iPad”. The problem is that if the socialists built an iPad, it would weigh a ton, it would be impossible to use and no one would design any programmes for it. It would literally be app-less. And then he has the temerity to get up and talk about defence industry jobs and the police. He has spent his entire career attacking the police forces of this country and calling for them to be disarmed. He has sent me a letter saying that I should fund the Security Service, but it turns out that he has been campaigning to disband MI5. He says he is on the side of the British Army, but he has been sharing platforms with the Irish Republican Army. That is the truth Let me end by asking this question. Where is the shadow Chancellor going this evening? He is travelling to Waltham Forest to support the new hard-left members of the constituency Labour party there who are trying to deselect the hon. Member for Walthamstow (Stella Creasy). He is addressing a rally called “Keep up the momentum”—[Interruption.] Well, if he was actually in charge of this country, we know where the momentum would be. It would be in one direction: growth down, jobs down, the security of the country destroyed. In the last three months, he and his friends have taken control of one of the great institutions of our political democracy, the Labour party, and they have brought it to its knees. That is their business, frankly, but Conservative Members are going to make sure that they never get their hands on any of the other institutions of this country, so that we can keep our country safe."
0,ParlaMint-GB_2021-07-21-commons.u224,CON,-1.0,2021-07-21,0.5588013529777527,"Madam Deputy Speaker, it is good to know that you only tick off MPs who can take it; I would not wear a jacket on one occasion on Zoom, so I am appropriately dressed for you on this occasion I wish to thank the Minister and the Department of Health and Social Care, because under this Government the Royal Stoke University Hospital has received more than £40 million of investment. Sadly, however, Labour’s legacy in Stoke-on-Trent at the Royal Stoke is Andy Burnham’s disastrous private finance initiative deal, which means that £20 million a year is being stolen from the frontline and going on a hospital PFI debt, meaning that we have had fewer beds than we had before. Does the Minister agree that one way we can help our local NHS is by freeing it of this usuary, so that money can instead go on funding more beds, doctors, nurses and equipment for our fantastic frontline NHS staff?"
0,ParlaMint-GB_2021-02-22-commons.u378,CON,-1.0,2021-02-22,0.717367947101593,"Does the right hon. Member not realise the damage having a vaccination certificate would do for anyone under the age of 35, who will not be at the frontline of getting a vaccination and will have to remain behind locked doors, with their freedoms curbed, for not having the vaccine? It is a terrible idea."
0,ParlaMint-GB_2020-12-17-commons.u380,LAB,1.0,2020-12-17,0.9921261668205261,"I would like to start by paying tribute to all librarians and other staff working in the public library services across our nation, and of course in my constituency of Stockport. Research tells us that public libraries are a vital part of our social infrastructure. They empower and equalise our communities. They strengthen communities, improve digital inclusion, and help with everything from physical and mental health to cultural engagement, literacy, diversity, inclusion, and of course education. I am incredibly proud of the library staff in my borough of Stockport. They do an important job and are a key part of our community. The Central Library in the heart of my constituency is grade 2 listed, internally and externally, and is one of the original Carnegie-funded libraries, built in 1913. My town has a beautiful heritage and iconic buildings, from the Victorian viaduct, to the Central Library, to the outstanding Underbanks Sadly, a combination of covid and years of central Government underfunding have forced many local authorities to close public libraries and reduce the offer available to communities. Of course, public health must come first and foremost, but we must recognise the positive impact that public libraries make on the wellbeing of our constituents. It is evident that we need a fair financial settlement from the Government so that local authorities can continue to support libraries and all public services. I welcome the statement made earlier in the Chamber, but, as ever, the devil is in the detail, and we need to make sure that the funding is made available to all councils rather than to specific shires. I have a record of campaigning against Government austerity policies over the past decade, and this terrible pandemic has highlighted the need to support our local authorities properly Turning to another issue—I will be brief, Madam Deputy Speaker—I would like to start by commending the work of John Gurr, co-ordinator of the Western Sahara Campaign, and the all-party parliamentary group on Western Sahara. They have done a lot of work to raise awareness of this issue. I would also like to pay tribute to the chair of the all-party parliamentary group, the hon. Member for Ceredigion (Ben Lake), for years of activism on this issue and tireless efforts to resolve this long-running dispute. Unfortunately he is not able to be here today to speak on this matter, but he wanted me to mention the work of the APPG The situation in Western Sahara is at a tipping point and is becoming increasingly desperate for the region and its people. The conflict has had devastating humanitarian consequences. It is now 45 years since the displacement of the Sahrawi people, which has resulted in more than 180,000 Saharwi refugees living on international aid in bleak camps in south-western Algeria who are almost entirely dependent on aid to survive. The Moroccan-Western Sahara wall that separates the two sides spans more than 2,700 km and is reinforced by military bases, artillery posts and airfields that run the length of the wall Despite that, both sides have respected a ceasefire agreement for almost 30 years. However, military clashes erupted last month between the Moroccan army and the Polisario Front, and tensions have been further stoked by the US Government’s decision to recognise Morocco’s sovereignty over the disputed region. President Trump’s message to the United Nations was not only a departure from long-standing US foreign policy in Western Sahara—it rode roughshod over the inalienable rights of the people of Sahara to self-determination, and furthermore it is a breach of United Nations Security Council Resolution 377, which was passed in the year 1975. The US Government’s reckless decision to recognise Morocco’s sovereignty over the territory risks even more fighting between the Polisario Front and Moroccan troops and puts tens of thousands of lives at risk. It is imperative that international law be respected and that disputes are resolved peacefully. The US Government’s wading into this conflict not only makes the region more unstable and jeopardises the ongoing negotiations, but it puts a peaceful resolution further away International charities and human rights organisations have been unanimous in their condemnation of President Trump’s declaration. Indeed, Oxfam’s country director for Algeria said: “The implications of this move—ironically made on Human Rights Day—by the US Government will be severe. Only one month ago we witnessed the first collapse of the ceasefire between Morocco and Frente Polisario in 29 years—the peace process is moving backwards, not forwards.” The International Crisis Group voiced similar concerns. Its north Africa director stated: “I think we can safely say that this move makes the resolution of the current bout of violence much harder. This will also make Sahrawi youths more angry, mobilised and committed to resolving the conflict through force.” It is further concerning that Amnesty International stated last month that access to the territory for human rights monitors and independent journalists has become increasingly difficult, restricting their ability to monitor the crisis. This is particularly troubling given the recent reports from local organisations monitoring the human rights situation in Western Sahara that last month’s conflict was followed up with a crackdown on peaceful Saharawi activists by Moroccan police, including raids on homes, increased surveillance and arrests It is vital that a United Nations personal envoy for Western Sahara be appointed immediately. The failure by the United Nations Secretary General to appoint an envoy for over 18 months has left a vacuum in the diplomatic leadership and enabled the situation to deteriorate. It is clear that restarting the political negotiation process is essential for regional stability and will be the most effective way to avoid any further escalation of the conflict Our Government must do all they can to support efforts to halt the current conflict and prevent further loss of life. The Foreign Secretary has stated that the UK’s position on Western Sahara remains unchanged and it continues to support the right to self-determination; however, the Government must go further in condemning the intervention by President Trump and supporting efforts to deliver a just settlement for the Saharawi people. To finish, Madam Deputy Speaker, I wish you, and all the members of the staff of the House, who work so hard, a very happy Christmas. Their dedication empowers us to represent our constituents. I hope you have a restful and peaceful Christmas break."
0,ParlaMint-GB_2021-06-30-commons.u347,LAB,1.0,2021-06-30,0.9890350699424744,"I completely concur. Drawing on what the hon. Gentleman said, I want to be absolutely clear that the Opposition believe that global Britain can and must be a force for good in this world, doing our fair share and our moral duty but also acting in our common and national interest, particularly given the rapidly changing and volatile global power dynamics I am proud to have worked at the former Department for International Development and with some of our leading British humanitarian organisations. I have seen the incredible work that our aid and our organisations have done around the world; I pay tribute to all of them. I am deeply saddened that they are now having to scrabble around to deal with the cuts, which are being introduced in such an irresponsible way. I will give two contrasting examples We have done incredibly positive work on vaccines. I welcome the incredible work of our Oxford and AstraZeneca teams in developing that vaccine and the fact that we are delivering vaccines around the world, although far more are needed, as we said at the time of the G7. However, those vaccines can be delivered effectively only when they have strong health systems behind them—when we have surveillance, when we are looking at genomic sequencing, and when we are supporting nurses, doctors and those who put those vaccines in arms around the world. Doing the one without the other is not enough We have just done fantastic work supporting the elections in Somaliland, which was mentioned earlier. The Minister knows of my strong connections with Somaliland; I declare my interests. There is fantastic work supporting democracy and development there, but I want to see it go further—I want to see a British Council office opened in Hargeisa. That seems pretty unlikely, given the cuts to the British Council across the world at a time when we should be increasing our influence in countries where we have strong historical ties that are also of key strategic importance The impact of the pandemic is absolutely immense, in this country and globally. Let us be clear: not just poverty is on the rise, but all the other misery associated with it. The World Health Organisation reports that 70% of surveyed countries have had significant decreases in the number of routine immunisations other than for covid. Some 80 million infants are at risk of missing vaccinations for measles, polio and diphtheria. We will see 6.3 million more cases of TB, adding 1.4 million deaths from that terrible disease. It is likely that 50 million children in Pakistan and Afghanistan will now not receive a polio vaccine. STOPAIDS has stated that 11.5 million people have now had inconsistent access to crucial antiretroviral treatments and therapies, which has put their lives at risk—as you know, Mr Deputy Speaker, I do much work as chair of the all-party parliamentary group on HIV and AIDS Gender-based violence is on the rise, with an additional 31 million cases predicted. Some 9.7 million students are at risk of dropping out of school, and 11 million girls are at risk of not coming back to school because of covid. The UN estimates that 132 million people could fall into food insecurity and famine. That will only be exacerbated by the climate crisis that we already know is having an impact and is coming For those reasons, not one of the other G7 nations has decreased its official development assistance. In fact, most are increasing their spending, including France, Germany, Italy, Japan, Canada and Finland. The hon. Member for North East Derbyshire (Lee Rowley) gave a long list of countries; I could give a long list of countries that are doing the exact opposite of what we are doing at the moment and that look aghast at it Let us look at one of the situations we face. The Minister knows of the very serious situation in Ethiopia, which I have raised with him. There have been some very volatile developments in the past few days. Millions are at risk from famine and conflict and there are some truly horrific reports, yet we do not have clarity on what is happening with UK funding to Ethiopia at this critical time. The Minister spoke the other day about diversion of funds, but we are not clear whether UK funding will be increasing in response to the demand or decreasing. I hope that he can clarify that I note that the Minister has a Ghanaian flag on his mask. What will happen to programmes in Ghana? An organisation called Tools for Self Reliance has told us that it is losing a three-year programme that would have helped 1,000 women in Ghana, because of the cuts being introduced by the Minister’s Department. We see the LGBT+ community under attack in Ghana. What will happen to our human rights programmes supporting marginalised communities across the world? What will happen, for example, to the crucial replenishments on global slavery that the former Prime Minister, the right hon. Member for Maidenhead, mentioned? I will also mention the Global Fund to Fight AIDS, Tuberculosis and Malaria. Will we keep our commitments going forward We have heard again and again from those on both sides of the House about the damage that these cuts will bring, and I want to commend those who have spoken out. It is always difficult to speak out against your own Government and your own party. I have not been afraid to do that when I think we have got things wrong, as the Minister will know. But it is right to do that, and this is Parliament at its best. That is why we need to have a vote on these issues: these voices need to be heard I want to talk briefly about the public financial illiteracy of this. The Independent Commission for Aid Impact, set up by the right hon. Member for Sutton Coldfield, has rightly pointed out the absurd way in which the cuts were brought about. One paragraph from its report paints a perfect picture. It states: “Value for money risks were further exacerbated by the speed at which the Star Chambers process took place…aid-spending departments were given five to seven working days to prepare proposals for the 30% budget cuts. The proposals were reviewed, revised and approved by ministers over four virtual meetings totalling just seven hours. One of the officials we interviewed described it as ‘like doing a handbrake turn with an oil tanker’.” That is not a sensible way to be handling hard-earned taxpayers’ money or the public finances of this country. Whatever we think about the amounts, that is not the way we should be doing things. It is simply absurd We have also heard about the contradictions relating to other areas of international policy, including defence, trade and diplomacy. It seems absolutely absurd, at a time when British troops are on the frontline in the Sahel working with our allies to defeat jihadist extremists, that we would cut aid from that region, which will only fall into further crisis in the months and years to come. That is absolutely absurd Lastly, I want to turn to the British Council. It has rightly been referred to as one of the most vital components of UK soft power, working in over 100 countries and reaching 80 million people a year with arts, culture and education programmes. For much of the world, the British Council provides the first direct relationship with this country and with our values, our culture and our language. It attracts students, workers, future business leaders and even future leaders. That represents incredible soft power, and incredible relationships and partnerships. The hon. Member for Basildon and Billericay spoke powerfully about this, and he has also said in the media that reducing the British Council’s international presence and retreating on the global stage will do damage to our soft power, which is not compatible with the Government’s foreign policy priorities as set out in the integrated review. I urge the Government to think again I want to conclude by asking the Minister a few crucial questions. He says that we are going to reverse this and go back to 0.7%. Well, when are we going to do that? Answer that question, Minister. When will we get transparency on the individual cuts to individual programmes in individual countries? We have put down parliamentary question after parliamentary question, but they have been completely blocked by Ministers refusing to answer and refusing to give clarity. Many countries and organisations are unable to plan or to think forward because the Government are not clear about what is happening My hon. Friend the Member for Birmingham, Edgbaston (Preet Kaur Gill), the shadow International Trade Secretary, has written today to the Foreign Secretary asking for clarity on a whole series of measures and on when that information will be made available to the House. When will we have that meaningful vote that the Speaker rightly called for and that Members across the House have called for today? It is crucial that we have that vote so that the House can have its say In conclusion, let us be clear that this is a double whammy. Our aid would have gone down anyway because it is a percentage, so, as the economy shrank, the amount we were giving would have been reduced. But the Government have doubled down on that; they want to go even further and do even more damage. This is morally wrong, and it is financially illiterate. It is damaging to our soft power reputation while others are on the rise. It is reversing at a critical time for the world, and it is out of step with the House, with those on the Government’s own side and with the public, according to the most recent polls. Britain is and can be so much better than this. This is one of the things that could unite us in this House and unite us as a country at a time when critical threats and challenges are facing the world and facing all human beings, whether they are British or from other countries. I urge the Government to think again on these cuts."
0,ParlaMint-GB_2020-05-12-commons.u78,LAB,1.0,2020-05-12,0.1443539410829544,"Thank you, Mr Speaker, and I thank the Secretary of State for his welcome, too. It is a privilege to take on this role, which has always been so important to the Labour party. We will do right by our armed forces and veterans and we will promote their role as a force for good at home and abroad. Like the Secretary of State, I pay tribute to our military’s essential role in helping the country to respond to the covid crisis. They are keeping us safe, and it is right that we do everything we can to keep them safe The US Defence Department has increased its testing capacity to 30,000 military personnel a week. It has set out a strategic testing plan and has now tested everyone deemed a priority for national security, including strategic deterrence, nuclear deterrence, anti-terror forces and healthcare as well as, of course, its entire covid support force. Has the Secretary of State done the same here in the UK?"
0,ParlaMint-GB_2020-09-16-commons.u80,LAB,-1.0,2020-09-16,0.02946534939110279,"I welcome the Prime Minister’s comments; I think that was a yes, but I will follow it up. Thank you for those comments Infections are rising. The testing system is collapsing. When you are the Prime Minister, you cannot keep trying to blame other people for your own incompetence. We have the highest death toll in Europe, and we are on course for one of the worst recessions in the developed world. This winter, we are staring down the barrel of a second wave, with no plan for the looming crisis. People cannot say goodbye to their loved ones. Grandparents cannot see their grandchildren. Frontline staff cannot get the tests that they need. And what was the top priority for the covid war Cabinet this weekend? Restoring grouse shooting I suppose that is good news for people like the Prime Minister’s friend who paid for a luxury Christmas getaway to a Caribbean island and funded his leadership campaign, and just so happens to own two grouse moor estates. So Prime Minister, is this really your top priority?"
